inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,safety_stock,inventory_date
I0000557,P00557,W003,235,69,91,2026-09-01
I0000558,P00558,W004,153,97,60,2026-09-01
I0000559,P00559,W006,616,233,50,2026-09-01
I0000560,P00560,W004,424,257,104,2026-09-01
I0000561,P00561,W002,493,222,142,2026-09-01
I0000562,P00562,W008,215,201,61,2026-09-01
I0000563,P00563,W007,22,112,31,2026-09-01
I0000564,P00564,W003,587,201,61,2026-09-01
I0000565,P00565,W003,644,181,30,2026-09-01
I0000566,P00566,W010,150,64,62,2026-09-01
I0000567,P00567,W005,944,96,123,2026-09-01
I0000568,P00568,W010,992,194,24,2026-09-01
I0000569,P00569,W005,969,71,75,2026-09-01
I0000570,P00570,W008,621,170,143,2026-09-01
I0000571,P00571,W003,224,262,125,2026-09-01
I0000572,P00572,W010,146,253,66,2026-09-01
I0000573,P00573,W010,675,180,87,2026-09-01
I0000574,P00574,W003,741,225,107,2026-09-01
I0000575,P00575,W008,610,201,37,2026-09-01
I0000576,P00576,W004,387,148,53,2026-09-01
I0000577,P00577,W002,16,101,149,2026-09-01
I0000578,P00578,W007,846,88,44,2026-09-01
I0000579,P00579,W003,487,280,29,2026-09-01
I0000580,P00580,W009,515,242,50,2026-09-01
I0000581,P00581,W002,493,218,53,2026-09-01
I0000582,P00582,W010,552,261,20,2026-09-01
I0000583,P00583,W007,534,157,114,2026-09-01
I0000584,P00584,W001,714,185,129,2026-09-01
I0000585,P00585,W004,960,255,143,2026-09-01
I0000586,P00586,W007,358,200,45,2026-09-01
I0000587,P00587,W007,137,115,142,2026-09-01
I0000588,P00588,W004,931,269,41,2026-09-01
I0000589,P00589,W005,612,274,124,2026-09-01
I0000590,P00590,W005,193,51,21,2026-09-01
I0000591,P00591,W010,535,80,21,2026-09-01
I0000592,P00592,W007,670,102,100,2026-09-01
I0000593,P00593,W007,370,77,59,2026-09-01
I0000594,P00594,W007,667,199,84,2026-09-01
I0000595,P00595,W005,875,187,128,2026-09-01
I0000596,P00596,W010,374,206,90,2026-09-01
I0000597,P00597,W007,773,102,125,2026-09-01
I0000598,P00598,W009,802,192,143,2026-09-01
I0000599,P00599,W003,379,193,143,2026-09-01
I0000600,P00600,W005,314,197,108,2026-09-01
I0000601,P00601,W007,753,85,50,2026-09-01
I0000602,P00602,W004,457,250,61,2026-09-01
I0000603,P00603,W002,219,180,122,2026-09-01
I0000604,P00604,W006,820,190,33,2026-09-01
I0000605,P00605,W003,398,296,21,2026-09-01
I0000606,P00606,W002,843,87,140,2026-09-01
I0000607,P00607,W010,445,72,36,2026-09-01
I0000608,P00608,W005,227,144,40,2026-09-01
I0000609,P00609,W010,38,235,118,2026-09-01
I0000610,P00610,W007,628,217,93,2026-09-01
I0000611,P00611,W010,58,292,64,2026-09-01
I0000612,P00612,W008,449,52,71,2026-09-01
I0000613,P00613,W009,292,99,28,2026-09-01
I0000614,P00614,W010,522,182,79,2026-09-01
I0000615,P00615,W010,173,222,29,2026-09-01
I0000616,P00616,W006,244,217,20,2026-09-01
I0000617,P00617,W003,88,120,122,2026-09-01
I0000618,P00618,W006,685,151,123,2026-09-01
I0000619,P00619,W010,205,182,23,2026-09-01
I0000620,P00620,W002,941,73,92,2026-09-01
I0000621,P00621,W009,936,199,109,2026-09-01
I0000622,P00622,W006,986,258,90,2026-09-01
I0000623,P00623,W004,620,296,69,2026-09-01
I0000624,P00624,W008,952,153,21,2026-09-01
I0000625,P00625,W005,179,154,149,2026-09-01
I0000626,P00626,W002,572,68,148,2026-09-01
I0000627,P00627,W005,348,292,49,2026-09-01
I0000628,P00628,W009,979,115,84,2026-09-01
I0000629,P00629,W008,989,146,143,2026-09-01
I0000630,P00630,W004,775,136,137,2026-09-01
I0000631,P00631,W008,918,200,27,2026-09-01
I0000632,P00632,W008,119,116,37,2026-09-01
I0000633,P00633,W007,648,251,76,2026-09-01
I0000634,P00634,W004,819,130,125,2026-09-01
I0000635,P00635,W006,528,187,22,2026-09-01
I0000636,P00636,W005,254,123,43,2026-09-01
I0000637,P00637,W007,689,241,107,2026-09-01
I0000638,P00638,W002,567,288,65,2026-09-01
I0000639,P00639,W008,321,140,75,2026-09-01
I0000640,P00640,W010,275,96,68,2026-09-01
I0000641,P00641,W008,754,101,80,2026-09-01
I0000642,P00642,W004,893,117,72,2026-09-01
I0000643,P00643,W004,207,263,83,2026-09-01
I0000644,P00644,W010,364,89,47,2026-09-01
I0000645,P00645,W002,942,70,146,2026-09-01
I0000646,P00646,W010,6,245,30,2026-09-01
I0000647,P00647,W008,380,208,100,2026-09-01
I0000648,P00648,W008,919,275,90,2026-09-01
I0000649,P00649,W008,187,245,150,2026-09-01
I0000650,P00650,W005,407,106,52,2026-09-01
I0000651,P00651,W001,538,254,128,2026-09-01
I0000652,P00652,W008,962,188,28,2026-09-01
I0000653,P00653,W009,355,150,64,2026-09-01
I0000654,P00654,W008,999,80,137,2026-09-01
I0000655,P00655,W006,705,52,23,2026-09-01
I0000656,P00656,W004,388,198,45,2026-09-01
I0000657,P00657,W006,370,206,86,2026-09-01
I0000658,P00658,W003,561,117,80,2026-09-01
I0000659,P00659,W005,482,295,107,2026-09-01
I0000660,P00660,W006,188,177,128,2026-09-01
I0000661,P00661,W004,429,229,115,2026-09-01
I0000662,P00662,W006,874,152,91,2026-09-01
I0000663,P00663,W008,184,196,53,2026-09-01
I0000664,P00664,W010,702,108,45,2026-09-01
I0000665,P00665,W005,823,110,130,2026-09-01
I0000666,P00666,W007,200,87,58,2026-09-01
I0000667,P00667,W008,825,52,65,2026-09-01
I0000668,P00668,W007,511,84,100,2026-09-01
I0000669,P00669,W008,307,114,32,2026-09-01
I0000670,P00670,W007,101,226,61,2026-09-01
I0000671,P00671,W001,220,258,85,2026-09-01
I0000672,P00672,W008,859,211,44,2026-09-01
I0000673,P00673,W008,762,135,86,2026-09-01
I0000674,P00674,W006,368,193,85,2026-09-01
I0000675,P00675,W006,20,155,51,2026-09-01
I0000676,P00676,W006,888,223,70,2026-09-01
I0000677,P00677,W010,589,216,64,2026-09-01
I0000678,P00678,W005,363,133,150,2026-09-01
I0000679,P00679,W008,793,238,134,2026-09-01
I0000680,P00680,W002,390,207,93,2026-09-01
I0000681,P00681,W008,646,294,57,2026-09-01
I0000682,P00682,W003,655,256,106,2026-09-01
I0000683,P00683,W007,646,206,123,2026-09-01
I0000684,P00684,W002,81,91,107,2026-09-01
I0000685,P00685,W004,321,131,94,2026-09-01
I0000686,P00686,W005,619,215,121,2026-09-01
I0000687,P00687,W005,908,163,112,2026-09-01
I0000688,P00688,W010,533,297,135,2026-09-01
I0000689,P00689,W007,171,97,25,2026-09-01
I0000690,P00690,W003,745,110,84,2026-09-01
I0000691,P00691,W002,215,92,121,2026-09-01
I0000692,P00692,W002,97,66,141,2026-09-01
I0000693,P00693,W009,55,56,121,2026-09-01
I0000694,P00694,W009,783,71,46,2026-09-01
I0000695,P00695,W005,632,89,41,2026-09-01
I0000696,P00696,W007,316,108,83,2026-09-01
I0000697,P00697,W005,453,210,52,2026-09-01
I0000698,P00698,W003,539,264,63,2026-09-01
I0000699,P00699,W001,35,219,111,2026-09-01
I0000700,P00700,W006,884,171,139,2026-09-01
I0000701,P00701,W009,957,119,133,2026-09-01
I0000702,P00702,W003,992,292,65,2026-09-01
I0000703,P00703,W010,611,166,131,2026-09-01
I0000704,P00704,W009,655,213,99,2026-09-01
I0000705,P00705,W006,493,188,78,2026-09-01
I0000706,P00706,W002,452,128,113,2026-09-01
I0000707,P00707,W007,266,89,97,2026-09-01
I0000708,P00708,W001,0,183,54,2026-09-01
I0000709,P00709,W006,293,170,22,2026-09-01
I0000710,P00710,W008,969,243,142,2026-09-01
I0000711,P00711,W005,9,246,130,2026-09-01
I0000712,P00712,W005,611,109,21,2026-09-01
I0000713,P00713,W009,382,98,125,2026-09-01
I0000714,P00714,W009,447,151,83,2026-09-01
I0000715,P00715,W003,732,238,119,2026-09-01
I0000716,P00716,W007,225,117,40,2026-09-01
I0000717,P00717,W007,640,111,89,2026-09-01
I0000718,P00718,W005,664,240,88,2026-09-01
I0000719,P00719,W007,192,268,37,2026-09-01
I0000720,P00720,W003,139,124,48,2026-09-01
I0000721,P00721,W008,632,165,89,2026-09-01
I0000722,P00722,W010,503,98,102,2026-09-01
I0000723,P00723,W001,155,62,25,2026-09-01
I0000724,P00724,W003,995,76,92,2026-09-01
I0000725,P00725,W005,128,233,132,2026-09-01
I0000726,P00726,W001,238,73,58,2026-09-01
I0000727,P00727,W001,505,105,107,2026-09-01
I0000728,P00728,W007,319,251,147,2026-09-01
I0000729,P00729,W006,474,228,28,2026-09-01
I0000730,P00730,W006,82,265,57,2026-09-01
I0000731,P00731,W001,272,248,120,2026-09-01
I0000732,P00732,W002,556,170,66,2026-09-01
I0000733,P00733,W004,917,265,84,2026-09-01
I0000734,P00734,W007,848,53,51,2026-09-01
I0000735,P00735,W004,394,247,133,2026-09-01
I0000736,P00736,W004,755,58,70,2026-09-01
I0000737,P00737,W008,752,247,44,2026-09-01
I0000738,P00738,W009,681,103,141,2026-09-01
I0000739,P00739,W007,697,296,99,2026-09-01
I0000740,P00740,W006,162,211,30,2026-09-01
I0000741,P00741,W009,533,81,84,2026-09-01
I0000742,P00742,W008,653,126,70,2026-09-01
I0000743,P00743,W006,908,63,75,2026-09-01
I0000744,P00744,W002,241,212,131,2026-09-01
I0000745,P00745,W006,15,92,90,2026-09-01
I0000746,P00746,W010,122,151,82,2026-09-01
I0000747,P00747,W001,992,60,141,2026-09-01
I0000748,P00748,W010,158,145,42,2026-09-01
I0000749,P00749,W004,161,177,43,2026-09-01
I0000750,P00750,W010,346,288,35,2026-09-01
I0000751,P00751,W001,364,215,59,2026-09-01
I0000752,P00752,W009,810,77,52,2026-09-01
I0000753,P00753,W008,238,131,108,2026-09-01
I0000754,P00754,W008,750,99,25,2026-09-01
I0000755,P00755,W007,366,235,54,2026-09-01
I0000756,P00756,W005,920,60,144,2026-09-01
I0000757,P00757,W008,572,125,145,2026-09-01
I0000758,P00758,W004,580,97,109,2026-09-01
I0000759,P00759,W006,749,169,90,2026-09-01
I0000760,P00760,W010,936,270,61,2026-09-01
I0000761,P00761,W002,543,89,135,2026-09-01
I0000762,P00762,W005,839,117,113,2026-09-01
I0000763,P00763,W008,0,248,149,2026-09-01
I0000764,P00764,W007,751,97,24,2026-09-01
I0000765,P00765,W010,877,143,81,2026-09-01
I0000766,P00766,W006,738,66,119,2026-09-01
I0000767,P00767,W004,536,224,147,2026-09-01
I0000768,P00768,W009,157,206,92,2026-09-01
I0000769,P00769,W006,419,214,102,2026-09-01
I0000770,P00770,W002,98,183,37,2026-09-01
I0000771,P00771,W001,855,290,53,2026-09-01
I0000772,P00772,W003,894,58,71,2026-09-01
I0000773,P00773,W002,497,99,45,2026-09-01
I0000774,P00774,W001,584,214,119,2026-09-01
I0000775,P00775,W008,538,209,85,2026-09-01
I0000776,P00776,W001,375,106,38,2026-09-01
I0000777,P00777,W001,952,285,73,2026-09-01
I0000778,P00778,W008,950,277,40,2026-09-01
I0000779,P00779,W008,820,213,35,2026-09-01
I0000780,P00780,W006,571,240,126,2026-09-01
I0000781,P00781,W006,813,231,34,2026-09-01
I0000782,P00782,W010,272,185,30,2026-09-01
I0000783,P00783,W002,854,127,39,2026-09-01
I0000784,P00784,W004,983,182,44,2026-09-01
I0000785,P00785,W002,742,109,118,2026-09-01
I0000786,P00786,W004,197,184,83,2026-09-01
I0000787,P00787,W010,640,292,65,2026-09-01
I0000788,P00788,W009,767,192,126,2026-09-01
I0000789,P00789,W002,784,213,111,2026-09-01
I0000790,P00790,W008,719,220,129,2026-09-01
I0000791,P00791,W002,170,252,66,2026-09-01
I0000792,P00792,W009,411,179,106,2026-09-01
I0000793,P00793,W003,546,203,133,2026-09-01
I0000794,P00794,W006,924,130,103,2026-09-01
I0000795,P00795,W006,422,245,130,2026-09-01
I0000796,P00796,W006,623,111,74,2026-09-01
I0000797,P00797,W007,784,190,85,2026-09-01
I0000798,P00798,W006,984,165,134,2026-09-01
I0000799,P00799,W007,0,235,28,2026-09-01
I0000800,P00800,W005,610,54,54,2026-09-01
I0000801,P00801,W005,6,126,76,2026-09-01
I0000802,P00802,W004,876,130,25,2026-09-01
I0000803,P00803,W005,941,191,150,2026-09-01
I0000804,P00804,W009,584,287,59,2026-09-01
I0000805,P00805,W002,38,167,111,2026-09-01
I0000806,P00806,W003,141,117,113,2026-09-01
I0000807,P00807,W010,255,109,85,2026-09-01
I0000808,P00808,W005,94,196,122,2026-09-01
I0000809,P00809,W010,939,105,39,2026-09-01
I0000810,P00810,W006,811,173,64,2026-09-01
I0000811,P00811,W008,845,280,44,2026-09-01
I0000812,P00812,W010,657,126,29,2026-09-01
I0000813,P00813,W010,390,70,34,2026-09-01
I0000814,P00814,W006,356,275,131,2026-09-01
I0000815,P00815,W007,952,272,50,2026-09-01
I0000816,P00816,W004,765,217,22,2026-09-01
I0000817,P00817,W007,55,128,30,2026-09-01
I0000818,P00818,W006,552,194,58,2026-09-01
I0000819,P00819,W006,514,228,76,2026-09-01
I0000820,P00820,W003,51,222,120,2026-09-01
I0000821,P00821,W008,770,202,149,2026-09-01
I0000822,P00822,W002,227,160,94,2026-09-01
I0000823,P00823,W007,151,83,106,2026-09-01
I0000824,P00824,W002,487,196,32,2026-09-01
I0000825,P00825,W009,408,117,41,2026-09-01
I0000826,P00826,W007,513,161,53,2026-09-01
I0000827,P00827,W003,492,193,70,2026-09-01
I0000828,P00828,W008,404,216,70,2026-09-01
I0000829,P00829,W009,630,238,83,2026-09-01
I0000830,P00830,W004,73,118,130,2026-09-01
I0000831,P00831,W006,701,286,42,2026-09-01
I0000832,P00832,W002,687,155,128,2026-09-01
I0000833,P00833,W006,356,98,102,2026-09-01
I0000834,P00834,W006,608,217,26,2026-09-01
I0000835,P00835,W005,173,139,133,2026-09-01
I0000836,P00836,W010,149,162,31,2026-09-01
I0000837,P00837,W004,204,225,115,2026-09-01
I0000838,P00838,W003,775,236,41,2026-09-01
I0000839,P00839,W002,757,63,82,2026-09-01
I0000840,P00840,W010,948,87,93,2026-09-01
I0000841,P00841,W001,351,227,48,2026-09-01
I0000842,P00842,W005,460,170,25,2026-09-01
I0000843,P00843,W006,214,239,74,2026-09-01
I0000844,P00844,W004,559,183,86,2026-09-01
I0000845,P00845,W009,494,209,56,2026-09-01
I0000846,P00846,W001,385,199,31,2026-09-01
I0000847,P00847,W005,174,65,92,2026-09-01
I0000848,P00848,W004,808,228,89,2026-09-01
I0000849,P00849,W001,476,217,22,2026-09-01
I0000850,P00850,W002,397,219,89,2026-09-01
I0000851,P00851,W006,885,77,24,2026-09-01
I0000852,P00852,W005,888,276,118,2026-09-01
I0000853,P00853,W004,389,180,45,2026-09-01
I0000854,P00854,W006,496,271,42,2026-09-01
I0000855,P00855,W003,203,178,137,2026-09-01
I0000856,P00856,W009,948,232,25,2026-09-01
I0000857,P00857,W001,253,286,98,2026-09-01
I0000858,P00858,W006,501,150,60,2026-09-01
I0000859,P00859,W001,355,225,110,2026-09-01
I0000860,P00860,W006,640,127,80,2026-09-01
I0000861,P00861,W009,282,257,35,2026-09-01
I0000862,P00862,W005,899,149,27,2026-09-01
I0000863,P00863,W009,971,121,77,2026-09-01
I0000864,P00864,W003,349,279,120,2026-09-01
I0000865,P00865,W003,89,236,117,2026-09-01
I0000866,P00866,W009,983,223,78,2026-09-01
I0000867,P00867,W007,246,196,59,2026-09-01
I0000868,P00868,W007,993,129,104,2026-09-01
I0000869,P00869,W008,555,83,72,2026-09-01
I0000870,P00870,W003,594,188,71,2026-09-01
I0000871,P00871,W003,316,226,54,2026-09-01
I0000872,P00872,W007,930,299,57,2026-09-01
I0000873,P00873,W010,939,90,101,2026-09-01
I0000874,P00874,W002,570,186,50,2026-09-01
I0000875,P00875,W003,325,264,57,2026-09-01
I0000876,P00876,W001,783,131,125,2026-09-01
I0000877,P00877,W007,310,163,90,2026-09-01
I0000878,P00878,W003,797,98,47,2026-09-01
I0000879,P00879,W003,189,56,88,2026-09-01
I0000880,P00880,W010,580,206,79,2026-09-01
I0000881,P00881,W010,237,109,26,2026-09-01
I0000882,P00882,W006,81,226,142,2026-09-01
I0000883,P00883,W003,514,266,140,2026-09-01
I0000884,P00884,W006,188,268,119,2026-09-01
I0000885,P00885,W008,485,85,61,2026-09-01
I0000886,P00886,W004,231,58,124,2026-09-01
I0000887,P00887,W001,947,119,125,2026-09-01
I0000888,P00888,W004,760,221,71,2026-09-01
I0000889,P00889,W004,67,95,132,2026-09-01
I0000890,P00890,W010,501,226,103,2026-09-01
I0000891,P00891,W008,908,113,129,2026-09-01
I0000892,P00892,W007,794,60,117,2026-09-01
I0000893,P00893,W006,403,206,29,2026-09-01
I0000894,P00894,W009,111,165,136,2026-09-01
I0000895,P00895,W001,898,112,121,2026-09-01
I0000896,P00896,W001,571,149,32,2026-09-01
I0000897,P00897,W004,298,162,121,2026-09-01
I0000898,P00898,W005,792,261,93,2026-09-01
I0000899,P00899,W008,170,158,95,2026-09-01
I0000900,P00900,W010,941,63,56,2026-09-01
I0000901,P00901,W008,849,215,135,2026-09-01
I0000902,P00902,W002,739,178,48,2026-09-01
I0000903,P00903,W003,797,199,54,2026-09-01
I0000904,P00904,W007,423,132,135,2026-09-01
I0000905,P00905,W001,183,166,71,2026-09-01
I0000906,P00906,W008,92,114,102,2026-09-01
I0000907,P00907,W003,735,237,51,2026-09-01
I0000908,P00908,W002,116,230,135,2026-09-01
I0000909,P00909,W006,87,184,118,2026-09-01
I0000910,P00910,W009,626,293,60,2026-09-01
I0000911,P00911,W007,563,147,31,2026-09-01
I0000912,P00912,W003,934,135,58,2026-09-01
I0000913,P00913,W003,889,87,65,2026-09-01
I0000914,P00914,W001,429,128,99,2026-09-01
I0000915,P00915,W008,295,210,66,2026-09-01
I0000916,P00916,W002,920,83,71,2026-09-01
I0000917,P00917,W001,637,245,84,2026-09-01
I0000918,P00918,W001,469,177,147,2026-09-01
I0000919,P00919,W009,826,51,146,2026-09-01
I0000920,P00920,W004,222,200,141,2026-09-01
I0000921,P00921,W008,419,163,40,2026-09-01
I0000922,P00922,W010,614,51,82,2026-09-01
I0000923,P00923,W009,284,208,73,2026-09-01
I0000924,P00924,W001,189,87,34,2026-09-01
I0000925,P00925,W006,37,87,28,2026-09-01
I0000926,P00926,W010,858,204,96,2026-09-01
I0000927,P00927,W006,942,72,32,2026-09-01
I0000928,P00928,W002,426,95,61,2026-09-01
I0000929,P00929,W005,625,219,65,2026-09-01
I0000930,P00930,W008,767,198,112,2026-09-01
I0000931,P00931,W001,95,246,96,2026-09-01
I0000932,P00932,W006,377,279,117,2026-09-01
I0000933,P00933,W002,776,159,36,2026-09-01
I0000934,P00934,W005,482,84,51,2026-09-01
I0000935,P00935,W005,337,184,125,2026-09-01
I0000936,P00936,W009,214,228,73,2026-09-01
I0000937,P00937,W010,59,77,42,2026-09-01
I0000938,P00938,W008,741,226,93,2026-09-01
I0000939,P00939,W007,623,267,101,2026-09-01
I0000940,P00940,W005,538,197,110,2026-09-01
I0000941,P00941,W003,629,194,147,2026-09-01
I0000942,P00942,W009,746,211,147,2026-09-01
I0000943,P00943,W008,827,96,79,2026-09-01
I0000944,P00944,W005,198,50,50,2026-09-01
I0000945,P00945,W001,476,210,50,2026-09-01
I0000946,P00946,W004,818,207,126,2026-09-01
I0000947,P00947,W007,46,135,109,2026-09-01
I0000948,P00948,W009,825,213,74,2026-09-01
I0000949,P00949,W001,655,101,92,2026-09-01
I0000950,P00950,W005,809,67,98,2026-09-01
I0000951,P00951,W005,518,190,102,2026-09-01
I0000952,P00952,W001,116,225,105,2026-09-01
I0000953,P00953,W006,405,235,27,2026-09-01
I0000954,P00954,W003,198,134,106,2026-09-01
I0000955,P00955,W008,938,171,29,2026-09-01
I0000956,P00956,W003,493,89,137,2026-09-01
I0000957,P00957,W009,917,135,138,2026-09-01
I0000958,P00958,W007,950,240,34,2026-09-01
I0000959,P00959,W009,306,194,100,2026-09-01
I0000960,P00960,W009,548,54,73,2026-09-01
I0000961,P00961,W010,701,134,110,2026-09-01
I0000962,P00962,W002,992,88,91,2026-09-01
I0000963,P00963,W001,347,146,62,2026-09-01
I0000964,P00964,W010,620,149,67,2026-09-01
I0000965,P00965,W010,119,271,98,2026-09-01
I0000966,P00966,W006,726,58,89,2026-09-01
I0000967,P00967,W007,88,177,80,2026-09-01
I0000968,P00968,W006,462,262,97,2026-09-01
I0000969,P00969,W004,537,127,64,2026-09-01
I0000970,P00970,W002,383,250,29,2026-09-01
I0000971,P00971,W004,935,73,133,2026-09-01
I0000972,P00972,W009,25,254,143,2026-09-01
I0000973,P00973,W009,157,98,107,2026-09-01
I0000974,P00974,W008,750,273,99,2026-09-01
I0000975,P00975,W006,146,246,45,2026-09-01
I0000976,P00976,W009,692,83,72,2026-09-01
I0000977,P00977,W001,470,149,49,2026-09-01
I0000978,P00978,W001,318,288,31,2026-09-01
I0000979,P00979,W010,892,72,105,2026-09-01
I0000980,P00980,W008,910,61,46,2026-09-01
I0000981,P00981,W009,784,218,99,2026-09-01
I0000982,P00982,W001,591,244,99,2026-09-01
I0000983,P00983,W004,328,101,69,2026-09-01
I0000984,P00984,W005,283,186,101,2026-09-01
I0000985,P00985,W008,687,80,89,2026-09-01
I0000986,P00986,W003,161,120,49,2026-09-01
I0000987,P00987,W001,981,209,46,2026-09-01
I0000988,P00988,W004,555,139,101,2026-09-01
I0000989,P00989,W005,144,291,92,2026-09-01
I0000990,P00990,W010,250,93,38,2026-09-01
I0000991,P00991,W005,627,278,106,2026-09-01
I0000992,P00992,W009,454,62,53,2026-09-01
I0000993,P00993,W001,482,281,32,2026-09-01
I0000994,P00994,W002,392,63,42,2026-09-01
I0000995,P00995,W007,401,95,134,2026-09-01
I0000996,P00996,W010,364,129,105,2026-09-01
I0000997,P00997,W004,730,244,40,2026-09-01
I0000998,P00998,W008,581,83,43,2026-09-01
I0000999,P00999,W008,99,166,99,2026-09-01
I0001000,P01000,W008,481,109,77,2026-09-01
