order_id,customer_id,product_id,warehouse_id,order_date,quantity,unit_price,status,priority
O00018579,C007224,P00679,W009,2025-09-03,8,28608.55,Processing,High
O00018580,C003105,P00643,W004,2026-06-08,2,10331.26,Delivered,Medium
O00018581,C004833,P00032,W010,2026-06-28,12,24457.92,Pending,Medium
O00018582,C008968,P00650,W001,2026-03-30,13,48386.43,Pending,Low
O00018583,C000906,P00574,W001,2026-04-09,3,11927.87,Delivered,Low
O00018584,C000360,P00773,W001,2026-04-01,19,32421.94,Pending,High
O00018585,C004067,P00095,W007,2026-08-06,5,13814.81,Processing,High
O00018586,C001910,P00636,W008,2026-05-12,2,28022.07,Shipped,High
O00018587,C001961,P00518,W006,2026-04-22,20,43498.28,Delivered,High
O00018588,C002063,P00932,W002,2025-10-12,10,42889.34,Shipped,Critical
O00018589,C008234,P00268,W002,2026-06-04,9,36111.13,Processing,Medium
O00018590,C002981,P00754,W008,2025-10-15,17,946.32,Processing,Low
O00018591,C001256,P00651,W005,2025-10-30,11,664.2,Processing,Medium
O00018592,C001693,P00386,W004,2026-03-16,8,21253.05,Delivered,High
O00018593,C006081,P00252,W007,2025-10-13,8,16307.04,Cancelled,Medium
O00018594,C005211,P00914,W003,2025-12-25,6,3852.01,Pending,Medium
O00018595,C008437,P00085,W001,2026-03-06,15,46868.49,Shipped,High
O00018596,C000136,P00622,W005,2025-10-08,8,36449.88,Delivered,High
O00018597,C009699,P00519,W005,2025-12-12,12,3858.39,Shipped,Medium
O00018598,C004412,P00757,W003,2025-12-01,11,44668.33,Delivered,High
O00018599,C004301,P00616,W002,2026-04-02,17,5785.69,Pending,Critical
O00018600,C009573,P00233,W009,2026-05-20,3,15957.88,Cancelled,Critical
O00018601,C006682,P00883,W007,2025-12-24,9,49412.45,Processing,Critical
O00018602,C003390,P00561,W006,2025-09-12,13,8751.04,Processing,High
O00018603,C001310,P00567,W008,2025-10-11,2,48217.35,Processing,Critical
O00018604,C005378,P00010,W003,2026-07-01,14,10719.73,Processing,Critical
O00018605,C009063,P00169,W002,2025-10-05,3,24847.64,Delivered,High
O00018606,C001612,P00281,W006,2026-01-09,12,10458.3,Processing,Medium
O00018607,C000666,P00552,W002,2026-07-13,3,17943.78,Shipped,Medium
O00018608,C009428,P00957,W007,2026-05-03,6,2719.89,Cancelled,Critical
O00018609,C006765,P00022,W010,2025-12-19,17,15572.69,Pending,Critical
O00018610,C003721,P00201,W006,2025-09-11,6,312.0,Delivered,Critical
O00018611,C001496,P00407,W005,2026-08-18,11,3091.17,Cancelled,Medium
O00018612,C009420,P00744,W003,2026-05-24,14,29166.8,Delivered,High
O00018613,C004090,P00691,W001,2026-08-21,6,10188.77,Pending,Critical
O00018614,C002176,P00521,W001,2026-06-25,8,3914.55,Delivered,Medium
O00018615,C007086,P00964,W009,2026-08-23,16,47261.08,Processing,High
O00018616,C009545,P00479,W002,2025-11-17,2,46694.66,Delivered,Critical
O00018617,C004195,P00962,W005,2025-11-15,3,38160.23,Shipped,High
O00018618,C006554,P00125,W008,2026-08-28,1,34341.2,Pending,High
O00018619,C000018,P00847,W007,2026-01-10,14,42913.9,Cancelled,Medium
O00018620,C007498,P00035,W001,2026-04-25,17,35430.06,Delivered,Medium
O00018621,C003215,P00922,W006,2026-02-11,14,49187.31,Delivered,Low
O00018622,C000241,P00581,W007,2026-07-23,4,41843.26,Shipped,Critical
O00018623,C008400,P00486,W005,2026-04-14,15,28096.83,Processing,Medium
O00018624,C002938,P00359,W004,2025-09-21,10,8517.61,Shipped,Critical
O00018625,C009576,P00653,W008,2025-09-23,14,39007.08,Cancelled,Low
O00018626,C005770,P00056,W009,2026-08-07,4,27786.61,Pending,Critical
O00018627,C009745,P00673,W006,2026-08-05,16,23006.04,Pending,Medium
O00018628,C005344,P00958,W004,2026-02-25,7,8926.14,Cancelled,High
O00018629,C002678,P00093,W003,2025-09-15,7,42253.38,Cancelled,Low
O00018630,C009823,P00554,W002,2026-01-05,20,43479.43,Processing,High
O00018631,C006050,P00073,W002,2025-12-30,5,17747.39,Delivered,Low
O00018632,C006734,P00261,W008,2025-11-18,15,38650.72,Pending,Critical
O00018633,C004035,P00406,W009,2025-09-06,7,11828.71,Shipped,Low
O00018634,C004818,P00891,W010,2026-04-28,11,4378.3,Processing,Low
O00018635,C001864,P00692,W003,2026-02-13,4,2646.53,Pending,Low
O00018636,C008162,P00391,W009,2026-08-06,9,44558.33,Processing,High
O00018637,C005371,P00585,W001,2025-10-22,18,2775.2,Cancelled,Medium
O00018638,C004989,P00137,W008,2026-06-10,8,40051.41,Pending,Low
O00018639,C000707,P00894,W009,2026-03-09,12,2470.85,Cancelled,Critical
O00018640,C003326,P00676,W006,2026-02-20,4,22908.42,Delivered,Medium
O00018641,C002625,P00257,W004,2025-10-02,16,16688.03,Pending,Critical
O00018642,C004273,P00753,W001,2026-04-02,8,7305.73,Shipped,Medium
O00018643,C001592,P00657,W003,2026-02-09,13,18439.19,Processing,Critical
O00018644,C000449,P00180,W005,2026-04-15,2,3583.08,Processing,High
O00018645,C007351,P00794,W010,2026-03-19,2,20656.01,Pending,High
O00018646,C001520,P00648,W002,2026-02-06,9,12275.98,Shipped,Low
O00018647,C003027,P00042,W010,2026-03-27,16,14569.5,Pending,High
O00018648,C009583,P00431,W006,2026-08-07,3,36978.64,Processing,Medium
O00018649,C006156,P00244,W001,2025-11-16,14,35634.26,Shipped,Critical
O00018650,C004060,P00640,W009,2025-09-23,13,11107.6,Shipped,Medium
O00018651,C005405,P00391,W007,2025-10-13,9,1142.9,Pending,Medium
O00018652,C007736,P00532,W005,2026-02-19,4,41278.18,Processing,Medium
O00018653,C003484,P00286,W003,2026-03-11,13,2698.4,Cancelled,Medium
O00018654,C004270,P00607,W003,2026-02-10,18,19605.74,Cancelled,Low
O00018655,C002670,P00639,W009,2025-11-07,15,47835.2,Cancelled,Critical
O00018656,C008213,P00995,W006,2026-02-04,19,19929.37,Pending,Medium
O00018657,C007260,P00014,W004,2025-09-20,17,39208.25,Processing,Critical
O00018658,C006734,P00327,W003,2026-04-25,7,21145.08,Shipped,High
O00018659,C007112,P00048,W004,2026-05-19,14,31088.0,Processing,Low
O00018660,C004442,P00648,W005,2025-12-07,9,2491.04,Pending,Medium
O00018661,C008457,P00285,W002,2026-06-11,13,32184.56,Cancelled,Medium
O00018662,C008862,P00358,W007,2026-04-29,8,14882.75,Processing,Low
O00018663,C002441,P00327,W001,2025-10-26,15,16581.18,Processing,Critical
O00018664,C005444,P00554,W006,2026-08-11,16,24672.63,Pending,Medium
O00018665,C006535,P00323,W004,2026-06-05,8,18844.76,Cancelled,High
O00018666,C006949,P00651,W003,2026-08-19,9,9416.6,Pending,High
O00018667,C009135,P00343,W004,2026-03-05,9,12442.63,Pending,High
O00018668,C008221,P00890,W008,2026-05-21,4,25283.31,Pending,Low
O00018669,C002834,P00206,W004,2025-12-28,15,35581.5,Cancelled,Medium
O00018670,C003531,P00483,W001,2026-01-21,3,27565.38,Processing,Low
O00018671,C002567,P00478,W003,2025-12-04,16,14969.82,Processing,Low
O00018672,C008691,P00741,W001,2026-03-01,20,31437.42,Delivered,High
O00018673,C003837,P00631,W003,2026-04-20,19,9543.03,Delivered,Medium
O00018674,C000201,P00691,W004,2026-01-22,6,48467.19,Cancelled,Critical
O00018675,C007315,P00391,W001,2026-06-20,18,32442.32,Cancelled,Medium
O00018676,C000185,P00232,W005,2026-05-08,20,25106.91,Cancelled,High
O00018677,C007558,P00197,W007,2026-02-02,5,2092.25,Shipped,Critical
O00018678,C005772,P00028,W003,2026-04-28,16,40141.29,Delivered,Medium
O00018679,C002649,P00266,W004,2026-07-18,6,41311.53,Pending,High
O00018680,C000270,P00779,W009,2026-02-08,12,28058.38,Shipped,High
O00018681,C005524,P00241,W010,2026-04-01,17,9300.88,Shipped,Critical
O00018682,C001768,P00944,W009,2025-11-03,17,45364.25,Shipped,Critical
O00018683,C009681,P00593,W004,2026-01-31,18,44468.32,Delivered,Medium
O00018684,C006993,P00896,W006,2026-07-10,15,21513.22,Pending,Critical
O00018685,C003537,P00600,W008,2026-08-25,14,13170.95,Processing,Medium
O00018686,C002624,P00853,W008,2026-05-25,19,48205.24,Pending,High
O00018687,C006119,P00853,W005,2025-09-22,17,45456.37,Shipped,High
O00018688,C001770,P00105,W007,2026-06-02,4,13246.97,Cancelled,Critical
O00018689,C003438,P00046,W005,2026-02-03,14,45526.34,Pending,High
O00018690,C005663,P00871,W009,2026-04-22,20,17685.58,Processing,Low
O00018691,C009327,P00144,W008,2025-10-26,19,45052.59,Processing,Low
O00018692,C005608,P00505,W009,2026-04-05,5,29994.07,Shipped,Medium
O00018693,C004507,P00895,W003,2026-07-16,2,35333.23,Pending,Critical
O00018694,C001693,P00373,W004,2026-06-26,12,28651.23,Cancelled,Low
O00018695,C008994,P00917,W002,2025-09-07,2,927.94,Pending,Critical
O00018696,C005727,P00047,W008,2025-12-28,15,43464.82,Pending,Critical
O00018697,C002641,P00928,W010,2025-10-16,9,45976.49,Shipped,Medium
O00018698,C007768,P00323,W010,2026-02-21,19,6539.75,Pending,Medium
O00018699,C000690,P00127,W004,2026-04-27,20,47136.46,Cancelled,High
O00018700,C004713,P00764,W006,2026-05-02,3,7492.02,Processing,Critical
O00018701,C006763,P00208,W008,2026-01-23,8,32645.28,Delivered,Medium
O00018702,C003216,P00914,W006,2026-04-03,9,12066.85,Shipped,High
O00018703,C008067,P00507,W006,2026-03-27,9,49616.92,Shipped,High
O00018704,C006495,P00587,W006,2026-05-19,7,24663.98,Shipped,High
O00018705,C009735,P00448,W002,2026-06-09,19,35743.32,Pending,High
O00018706,C009794,P00372,W001,2026-08-20,10,31250.54,Pending,Critical
O00018707,C000605,P00911,W003,2025-11-23,1,2733.83,Processing,High
O00018708,C006921,P00273,W007,2025-09-16,18,17247.53,Pending,Medium
O00018709,C008040,P00009,W006,2025-12-01,5,27513.0,Delivered,High
O00018710,C006145,P00683,W008,2025-11-26,12,6994.06,Cancelled,Medium
O00018711,C008838,P00966,W005,2026-01-10,10,31267.02,Processing,High
O00018712,C001401,P00863,W007,2025-09-19,18,42177.12,Shipped,Medium
O00018713,C007322,P00253,W005,2025-09-10,17,2798.24,Shipped,Low
O00018714,C005352,P00418,W003,2025-11-22,8,1567.81,Delivered,Low
O00018715,C005810,P00638,W004,2026-02-19,17,11687.98,Cancelled,High
O00018716,C007803,P00147,W008,2026-01-27,9,1999.36,Cancelled,High
O00018717,C009033,P00707,W005,2026-01-30,14,46783.36,Cancelled,High
O00018718,C001013,P00934,W001,2025-09-15,8,33559.17,Shipped,Low
O00018719,C002517,P00404,W002,2025-09-13,14,27534.13,Delivered,Medium
O00018720,C002112,P00808,W003,2025-11-08,12,30404.16,Delivered,Critical
O00018721,C007671,P00415,W004,2026-07-17,16,22992.06,Delivered,Low
O00018722,C002235,P00708,W009,2026-03-20,3,26011.88,Pending,Medium
O00018723,C006751,P00106,W004,2026-08-03,19,48880.56,Shipped,Critical
O00018724,C006310,P00287,W001,2025-12-30,20,35429.15,Pending,Critical
O00018725,C005972,P00382,W008,2026-01-05,8,40916.2,Cancelled,High
O00018726,C009177,P00592,W005,2025-09-23,1,43044.66,Shipped,Low
O00018727,C001417,P00931,W001,2025-11-20,6,21588.56,Processing,High
O00018728,C008590,P00375,W008,2026-04-03,9,26944.66,Shipped,Medium
O00018729,C008762,P00357,W002,2026-08-04,5,22705.31,Cancelled,Critical
O00018730,C006140,P00871,W008,2025-12-17,4,29566.51,Pending,High
O00018731,C007623,P00595,W005,2026-05-21,4,45064.0,Shipped,Medium
O00018732,C001546,P00133,W004,2026-02-17,10,11500.79,Pending,Medium
O00018733,C001875,P00905,W008,2026-06-29,5,5529.6,Shipped,Low
O00018734,C002229,P00671,W005,2026-07-10,8,18539.09,Delivered,Low
O00018735,C009484,P00332,W003,2025-10-01,5,48623.11,Pending,High
O00018736,C001480,P00657,W008,2025-09-02,19,34262.91,Cancelled,High
O00018737,C004099,P00516,W008,2026-02-10,6,27872.48,Cancelled,Critical
O00018738,C006140,P00576,W005,2026-03-19,11,49794.86,Delivered,Low
O00018739,C001811,P00228,W010,2026-05-10,8,12539.02,Pending,Low
O00018740,C006231,P00220,W001,2026-07-18,12,18533.28,Delivered,High
O00018741,C003042,P00675,W007,2026-04-29,15,627.79,Pending,Low
O00018742,C008260,P00643,W007,2026-03-10,13,22311.05,Delivered,Medium
O00018743,C009799,P00842,W003,2025-11-14,6,20618.34,Cancelled,Low
O00018744,C002805,P00146,W010,2026-06-28,16,48969.57,Cancelled,Low
O00018745,C004639,P00725,W009,2025-09-28,6,47793.05,Cancelled,High
O00018746,C003717,P00921,W006,2026-08-31,10,2202.45,Processing,Critical
O00018747,C008414,P00976,W006,2026-02-28,2,12661.43,Shipped,Critical
O00018748,C009815,P00371,W004,2025-12-05,16,44657.56,Cancelled,Critical
O00018749,C006226,P00259,W005,2026-02-14,9,37851.44,Pending,Low
O00018750,C003111,P00626,W008,2026-02-20,7,37811.11,Processing,Critical
O00018751,C001710,P00691,W008,2026-07-20,19,3681.46,Shipped,High
O00018752,C004290,P00131,W002,2026-08-30,15,34130.45,Delivered,Medium
O00018753,C000032,P00429,W009,2026-07-28,2,38980.83,Delivered,High
O00018754,C005340,P00428,W004,2026-08-23,2,39857.26,Pending,Critical
O00018755,C009435,P00154,W005,2025-10-27,16,47930.45,Delivered,Critical
O00018756,C005243,P00194,W009,2025-12-05,12,8028.23,Delivered,Medium
O00018757,C001360,P00378,W004,2026-05-28,1,20689.6,Cancelled,Medium
O00018758,C001724,P00627,W010,2025-09-30,4,1341.01,Delivered,Medium
O00018759,C006132,P00686,W008,2025-09-22,15,28928.23,Shipped,Medium
O00018760,C003895,P00844,W007,2026-08-27,11,34288.18,Processing,Medium
O00018761,C002483,P00355,W008,2026-05-19,18,726.75,Processing,Medium
O00018762,C001896,P00791,W004,2025-10-16,7,25393.28,Processing,High
O00018763,C007275,P00582,W007,2026-06-03,8,40220.21,Processing,Critical
O00018764,C002779,P00672,W008,2025-09-11,15,35121.46,Delivered,Medium
O00018765,C003222,P00179,W002,2026-04-30,7,7728.18,Delivered,Critical
O00018766,C007657,P00413,W010,2025-12-21,18,49514.9,Cancelled,Low
O00018767,C000170,P00499,W005,2026-08-25,6,40630.5,Shipped,High
O00018768,C009242,P00381,W002,2026-01-15,4,14589.24,Delivered,High
O00018769,C007874,P00136,W010,2026-07-21,14,10821.26,Pending,Medium
O00018770,C006630,P00373,W009,2026-08-31,2,32643.02,Processing,Critical
O00018771,C000234,P00333,W007,2026-04-12,3,36461.05,Delivered,Medium
O00018772,C007349,P00220,W004,2026-02-27,18,12341.82,Cancelled,High
O00018773,C008581,P00269,W001,2026-01-15,15,37286.65,Delivered,Low
O00018774,C002284,P00567,W003,2026-05-15,18,6514.35,Processing,High
O00018775,C001984,P00336,W002,2025-10-10,6,25604.41,Cancelled,Medium
O00018776,C004270,P00926,W005,2025-12-05,4,39239.08,Processing,Medium
O00018777,C003609,P00956,W002,2025-09-11,18,17704.44,Shipped,High
O00018778,C009753,P00034,W004,2025-10-12,2,24175.39,Shipped,High
O00018779,C002749,P00070,W003,2025-11-03,14,48476.68,Shipped,Critical
O00018780,C008151,P00958,W002,2025-09-03,19,159.87,Shipped,Medium
O00018781,C008158,P00074,W006,2026-07-24,18,17281.32,Cancelled,Critical
O00018782,C004745,P00689,W009,2026-03-12,19,26733.22,Pending,Medium
O00018783,C001437,P00624,W009,2025-11-25,1,15437.97,Pending,Medium
O00018784,C008880,P00533,W006,2025-09-08,16,18704.65,Shipped,Medium
O00018785,C007629,P00669,W004,2026-07-22,8,45960.14,Delivered,Low
O00018786,C004602,P00752,W003,2026-03-30,18,2788.86,Cancelled,Low
O00018787,C003694,P00854,W003,2025-09-30,7,24409.58,Pending,Low
O00018788,C001532,P00774,W002,2026-01-23,7,33467.15,Processing,High
O00018789,C006781,P00370,W003,2025-11-16,12,7072.42,Shipped,High
O00018790,C002394,P00505,W004,2025-12-21,2,25983.73,Cancelled,High
O00018791,C008314,P00846,W008,2026-03-13,3,19210.9,Processing,Low
O00018792,C002177,P00596,W003,2025-10-14,5,4018.89,Processing,High
O00018793,C005206,P00379,W003,2025-10-02,16,17662.39,Pending,High
O00018794,C003901,P00571,W006,2025-09-08,19,22704.89,Shipped,High
O00018795,C003570,P00449,W007,2026-06-23,1,27790.71,Delivered,Critical
O00018796,C004707,P00067,W002,2026-01-09,20,37090.11,Processing,Medium
O00018797,C008456,P00097,W004,2025-09-07,19,49925.45,Cancelled,Low
O00018798,C000151,P00471,W005,2025-10-22,6,42914.17,Cancelled,Medium
O00018799,C000714,P00019,W006,2026-06-26,5,38301.99,Processing,High
O00018800,C008861,P00257,W003,2026-02-26,3,15131.54,Processing,Low
O00018801,C001986,P00155,W003,2026-06-24,4,35687.48,Pending,Critical
O00018802,C007713,P00963,W009,2025-11-03,19,49885.17,Processing,High
O00018803,C004423,P00421,W003,2026-07-15,16,11313.67,Shipped,Critical
O00018804,C003908,P00701,W003,2026-07-08,13,29535.82,Processing,Medium
O00018805,C004533,P00057,W003,2026-08-11,18,727.04,Processing,High
O00018806,C002410,P00422,W009,2026-01-06,14,17494.5,Pending,Medium
O00018807,C009296,P00503,W005,2026-05-09,6,13232.33,Cancelled,Critical
O00018808,C004562,P00858,W006,2026-02-17,17,40213.71,Shipped,Medium
O00018809,C007178,P00815,W001,2026-07-06,18,12848.66,Pending,Medium
O00018810,C007073,P00449,W006,2026-08-08,12,29147.97,Delivered,Medium
O00018811,C003765,P00343,W005,2026-02-24,3,9834.37,Cancelled,Medium
O00018812,C005650,P00134,W004,2026-06-29,15,46105.23,Processing,Critical
O00018813,C006794,P00557,W002,2025-11-05,4,29781.76,Shipped,High
O00018814,C009440,P00105,W003,2026-02-15,9,32082.89,Processing,High
O00018815,C007381,P00962,W010,2025-10-02,8,12328.75,Delivered,Low
O00018816,C005976,P00070,W004,2026-07-29,6,8723.1,Shipped,High
O00018817,C004857,P00831,W001,2026-04-22,7,35581.18,Shipped,Medium
O00018818,C001253,P00712,W006,2026-01-01,5,39058.22,Shipped,Low
O00018819,C008155,P00406,W002,2026-03-25,19,39835.89,Processing,High
O00018820,C003592,P00143,W002,2026-06-03,8,43484.62,Shipped,Critical
O00018821,C002044,P00439,W010,2025-12-29,3,20553.37,Cancelled,Medium
O00018822,C006954,P00813,W001,2026-06-29,8,42276.55,Cancelled,High
O00018823,C000935,P00239,W005,2025-12-03,8,5342.03,Delivered,Critical
O00018824,C000032,P00189,W010,2026-08-17,11,35195.37,Delivered,Low
O00018825,C007697,P00202,W008,2026-01-28,16,29496.99,Pending,Medium
O00018826,C001956,P00711,W004,2025-10-13,8,44801.76,Pending,High
O00018827,C001212,P00994,W003,2026-05-29,8,3834.78,Processing,Low
O00018828,C006986,P00650,W009,2025-11-02,17,15703.18,Processing,Critical
O00018829,C005341,P00756,W004,2026-03-11,12,40639.67,Delivered,Critical
O00018830,C008712,P00203,W002,2025-11-12,15,3344.63,Delivered,High
O00018831,C004589,P00308,W009,2026-08-16,2,32838.99,Delivered,Medium
O00018832,C001338,P00648,W003,2026-01-14,16,367.8,Delivered,Low
O00018833,C003711,P00404,W006,2026-04-05,13,5388.31,Shipped,Low
O00018834,C001045,P00676,W007,2026-01-17,16,17800.03,Pending,High
O00018835,C005178,P00223,W003,2026-07-07,8,19344.31,Cancelled,Medium
O00018836,C000925,P00148,W004,2026-03-30,5,18651.59,Delivered,Medium
O00018837,C005295,P00603,W010,2026-05-13,7,47929.01,Pending,Critical
O00018838,C009760,P00953,W009,2025-10-26,15,7608.31,Cancelled,High
O00018839,C006150,P00129,W010,2025-12-21,15,36961.5,Processing,Critical
O00018840,C001125,P00237,W002,2025-11-14,5,6205.25,Shipped,High
O00018841,C004409,P00763,W003,2025-12-24,17,35204.48,Delivered,Medium
O00018842,C001261,P00310,W003,2026-03-23,9,40340.96,Pending,Low
O00018843,C003691,P00241,W010,2026-08-04,8,13679.0,Shipped,Critical
O00018844,C001180,P00862,W003,2025-10-29,4,32473.67,Cancelled,Low
O00018845,C006433,P00319,W009,2025-10-25,19,40142.03,Pending,Medium
O00018846,C003171,P00222,W009,2026-03-22,1,2996.24,Cancelled,Medium
O00018847,C000745,P00877,W009,2026-08-22,5,2068.24,Delivered,High
O00018848,C001911,P00851,W005,2026-07-16,6,11052.71,Pending,Medium
O00018849,C001258,P00590,W009,2025-09-02,19,41766.82,Pending,High
O00018850,C006337,P00705,W006,2026-07-30,13,32959.44,Shipped,Low
O00018851,C006067,P00591,W010,2026-07-03,19,24369.53,Processing,High
O00018852,C008444,P00987,W007,2026-03-16,4,21279.0,Pending,High
O00018853,C002322,P00731,W003,2026-01-06,4,4568.12,Shipped,Low
O00018854,C006139,P00561,W006,2026-02-20,2,37711.77,Cancelled,Critical
O00018855,C005878,P00844,W003,2026-01-25,18,12012.21,Cancelled,Low
O00018856,C006014,P00721,W008,2026-08-29,9,45440.3,Shipped,Medium
O00018857,C007717,P00216,W009,2025-11-04,4,36945.15,Shipped,Low
O00018858,C007193,P00384,W003,2026-05-14,8,6146.58,Cancelled,Low
O00018859,C008139,P00766,W001,2026-08-03,14,23539.18,Pending,Low
O00018860,C008807,P00601,W006,2025-11-21,16,37822.27,Processing,Low
O00018861,C001236,P00924,W005,2026-01-27,1,37785.79,Delivered,Medium
O00018862,C009120,P00619,W006,2025-11-05,13,18786.7,Pending,Critical
O00018863,C006812,P00220,W004,2025-12-01,5,15134.71,Cancelled,Medium
O00018864,C003844,P00320,W005,2026-04-11,14,12559.33,Processing,High
O00018865,C003217,P00576,W010,2025-10-02,10,33673.93,Processing,High
O00018866,C002470,P00706,W004,2026-02-06,10,41516.15,Shipped,Critical
O00018867,C005569,P00315,W004,2026-06-05,12,20943.69,Shipped,Low
O00018868,C006375,P00513,W003,2025-10-10,2,34897.08,Shipped,Low
O00018869,C002947,P00351,W009,2026-06-30,11,30060.67,Pending,Low
O00018870,C006652,P00135,W008,2025-12-06,16,36903.73,Shipped,Medium
O00018871,C004134,P00754,W001,2026-06-15,9,41683.64,Pending,Critical
O00018872,C009322,P00639,W002,2026-01-09,19,24513.44,Processing,Low
O00018873,C002596,P00848,W002,2026-07-07,12,10122.29,Shipped,Low
O00018874,C006925,P00189,W005,2025-08-31,19,31174.79,Shipped,Critical
O00018875,C002318,P00512,W008,2025-10-25,5,19594.31,Shipped,High
O00018876,C000008,P00772,W010,2025-12-29,8,44561.35,Pending,Medium
O00018877,C001673,P00644,W002,2026-03-26,14,47189.41,Pending,Low
O00018878,C007074,P00534,W001,2026-07-31,18,48444.95,Delivered,Critical
O00018879,C002927,P00541,W010,2026-05-15,19,10837.52,Pending,Medium
O00018880,C003200,P00842,W001,2026-06-09,13,28146.97,Delivered,Low
O00018881,C009119,P00230,W007,2026-08-21,8,21767.98,Delivered,High
O00018882,C000697,P00887,W009,2026-07-11,13,7776.11,Processing,Low
O00018883,C009137,P00355,W006,2026-01-11,19,42498.81,Delivered,High
O00018884,C009363,P00691,W010,2026-08-02,14,25288.27,Delivered,Low
O00018885,C007193,P00191,W003,2026-08-11,9,17844.98,Cancelled,Medium
O00018886,C009936,P00509,W009,2026-01-01,10,37759.34,Cancelled,High
O00018887,C000102,P00055,W002,2026-06-30,6,14737.16,Pending,High
O00018888,C009156,P00983,W001,2026-06-20,4,40279.46,Processing,Medium
O00018889,C001754,P00322,W005,2025-11-07,13,19560.43,Pending,Low
O00018890,C000875,P00106,W004,2026-01-08,16,20250.21,Pending,Medium
O00018891,C009655,P00849,W008,2026-01-29,10,24886.18,Shipped,Medium
O00018892,C005479,P00552,W003,2026-03-18,18,10853.94,Cancelled,Critical
O00018893,C002460,P00181,W010,2026-02-20,14,644.59,Shipped,Low
O00018894,C003752,P00172,W002,2026-08-30,12,26438.95,Shipped,Medium
O00018895,C005303,P00984,W005,2026-05-26,17,15012.44,Shipped,Critical
O00018896,C006121,P00828,W002,2026-07-07,20,19174.71,Processing,Low
O00018897,C003871,P00769,W004,2026-05-01,3,46467.16,Cancelled,Medium
O00018898,C008486,P00403,W004,2025-09-20,12,47351.84,Shipped,High
O00018899,C001261,P00836,W003,2026-03-23,17,41096.86,Delivered,Low
O00018900,C001198,P00012,W008,2026-03-27,15,32927.3,Shipped,High
O00018901,C005602,P00077,W002,2025-09-15,1,48946.83,Cancelled,Low
O00018902,C002278,P00567,W006,2026-01-30,10,25250.4,Delivered,Low
O00018903,C004590,P00169,W002,2026-05-28,9,37969.44,Delivered,Low
O00018904,C005532,P00119,W009,2026-07-18,18,49897.55,Shipped,High
O00018905,C006125,P00823,W004,2025-11-19,2,20204.44,Pending,Low
O00018906,C003314,P00784,W001,2026-01-13,2,37187.07,Pending,High
O00018907,C002187,P00780,W005,2026-07-28,11,46476.98,Shipped,Low
O00018908,C005914,P00951,W002,2026-07-22,10,8741.2,Shipped,Medium
O00018909,C006010,P00503,W002,2026-03-05,17,43935.55,Processing,Critical
O00018910,C007195,P00399,W007,2026-07-01,12,21414.82,Delivered,Critical
O00018911,C000584,P00929,W006,2025-10-25,1,46441.96,Cancelled,High
O00018912,C009936,P00967,W004,2026-07-06,13,26154.64,Pending,High
O00018913,C004452,P00433,W005,2026-04-12,13,26325.42,Delivered,High
O00018914,C001297,P00508,W008,2026-03-14,3,30843.16,Processing,Critical
O00018915,C004651,P00883,W002,2026-07-16,5,1949.75,Processing,Medium
O00018916,C002519,P00285,W010,2026-05-01,1,14633.79,Delivered,Critical
O00018917,C001962,P00896,W002,2026-04-20,19,3567.88,Cancelled,Critical
O00018918,C008816,P00187,W002,2026-04-01,2,24500.95,Pending,Medium
O00018919,C008838,P00701,W002,2025-10-27,4,2158.91,Shipped,High
O00018920,C008755,P00663,W003,2025-09-16,17,29054.28,Pending,Critical
O00018921,C007845,P00642,W008,2026-07-05,4,37136.99,Shipped,High
O00018922,C000092,P00363,W003,2026-01-12,7,37261.22,Pending,Medium
O00018923,C007141,P00943,W006,2025-12-27,20,6612.63,Shipped,Low
O00018924,C009354,P00868,W003,2025-10-06,4,19072.57,Pending,Critical
O00018925,C001354,P00199,W009,2025-12-01,8,7754.24,Processing,Critical
O00018926,C003904,P00690,W006,2026-02-28,16,6229.81,Shipped,Medium
O00018927,C009854,P00437,W003,2026-08-27,4,9609.08,Shipped,High
O00018928,C004735,P00691,W005,2026-07-30,18,37095.59,Pending,High
O00018929,C002207,P00558,W009,2026-06-13,6,12666.8,Processing,Critical
O00018930,C003325,P00052,W006,2026-07-25,20,7238.58,Processing,Critical
O00018931,C003534,P00735,W005,2025-11-05,4,9341.9,Pending,High
O00018932,C004978,P00060,W006,2026-03-31,12,17339.03,Pending,Medium
O00018933,C003940,P00579,W002,2025-11-08,20,8755.29,Cancelled,Low
O00018934,C007207,P00801,W010,2026-04-26,18,4500.21,Shipped,Low
O00018935,C000554,P00732,W005,2025-10-07,7,4549.19,Cancelled,Critical
O00018936,C007498,P00829,W007,2025-11-07,10,48473.55,Cancelled,High
O00018937,C005401,P00758,W003,2026-02-17,15,6834.57,Delivered,Medium
O00018938,C001265,P00536,W009,2025-10-02,19,3331.13,Delivered,Low
O00018939,C006521,P00557,W005,2026-02-02,14,9290.0,Cancelled,Medium
O00018940,C002853,P00643,W006,2026-08-26,12,909.73,Pending,High
O00018941,C005181,P00481,W002,2025-12-19,20,39002.85,Delivered,Low
O00018942,C000005,P00493,W005,2025-11-29,15,23081.96,Cancelled,Low
O00018943,C002168,P00010,W008,2025-10-12,15,45672.41,Pending,Low
O00018944,C000981,P00823,W001,2026-05-01,5,38785.7,Pending,Medium
O00018945,C002438,P00548,W006,2026-02-03,1,40078.1,Cancelled,Critical
